0,0
0.086566081,0
0.461454317,0
0.846377699,0
1.062495015,0
1.13936458,0
1.140984757,0
1.110376946,0
1.073070867,0
1.042233496,0
1.021717362,0
1.010073199,0
1.004252567,0
1.001634025,0
1.000556701,0
1.000146258,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0.086566081
0.913433919,0.461454317
0.538545683,0.846377699
0.153622301,1.062495015
-0.062495015,1.13936458
-0.13936458,1.140984757
-0.140984757,1.110376946
-0.110376946,1.073070867
-0.073070867,1.042233496
-0.042233496,1.021717362
-0.021717362,1.010073199
-0.010073199,1.004252567
-0.004252567,1.001634025
-0.001634025,1.000556701
-0.000556701,1.000146258
-0.000146258,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0.086566081,1
0.461454317,0.913433919
0.846377699,0.538545683
1.062495015,0.153622301
1.13936458,-0.062495015
1.140984757,-0.13936458
1.110376946,-0.140984757
1.073070867,-0.110376946
1.042233496,-0.073070867
1.021717362,-0.042233496
1.010073199,-0.021717362
1.004252567,-0.010073199
1.001634025,-0.004252567
1.000556701,-0.001634025
1.000146258,-0.000556701
1,-0.000146258
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0.086566081
0.913433919,0.461454317
0.538545683,0.846377699
0.153622301,1.062495015
-0.062495015,1.13936458
-0.13936458,1.140984757
-0.140984757,1.110376946
-0.110376946,1.073070867
-0.073070867,1.042233496
-0.042233496,1.021717362
-0.021717362,1.010073199
-0.010073199,1.004252567
-0.004252567,1.001634025
-0.001634025,1.000556701
-0.000556701,1.000146258
-0.000146258,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,0.913433919
0,0.538545683
0,0.153622301
0,-0.062495015
0,-0.13936458
0,-0.140984757
0,-0.110376946
0,-0.073070867
0,-0.042233496
0,-0.021717362
0,-0.010073199
0,-0.004252567
0,-0.001634025
0,-0.000556701
0,-0.000146258